PM2_5_ISPU,PM10_ISPU,CO_ISPU,NO2_ISPU,O3_ISPU,Kualitas_Udara
424,259,443,436,339,Berbahaya
48,2,44,13,29,Baik
25,117,0,171,163,Tidak_Sehat
268,46,157,193,268,Sangat_Tidak_Sehat
45,45,35,15,57,Sedang
56,17,29,21,53,Sedang
192,168,11,118,138,Tidak_Sehat
1,12,67,27,59,Sedang
134,113,88,55,77,Tidak_Sehat
218,101,134,172,97,Sangat_Tidak_Sehat
259,157,98,224,207,Sangat_Tidak_Sehat
205,492,326,73,250,Berbahaya
117,54,22,33,104,Tidak_Sehat
48,345,189,401,176,Berbahaya
365,465,244,37,215,Berbahaya
36,85,89,80,51,Sedang
89,121,9,16,190,Tidak_Sehat
125,130,4,92,96,Tidak_Sehat
111,145,108,67,113,Tidak_Sehat
449,54,362,137,208,Berbahaya
22,171,285,291,168,Sangat_Tidak_Sehat
86,133,138,125,59,Tidak_Sehat
207,298,214,111,191,Sangat_Tidak_Sehat
304,77,18,204,32,Berbahaya
183,363,304,187,398,Berbahaya
188,107,202,77,47,Sangat_Tidak_Sehat
111,113,103,5,55,Tidak_Sehat
241,178,41,107,205,Sangat_Tidak_Sehat
50,47,64,65,45,Sedang
351,289,196,399,347,Berbahaya
238,112,22,164,189,Sangat_Tidak_Sehat
119,138,141,152,45,Tidak_Sehat
3,13,40,40,24,Baik
23,70,57,26,25,Sedang
262,286,320,94,382,Berbahaya
223,287,137,269,35,Sangat_Tidak_Sehat
436,300,272,168,332,Berbahaya
65,94,213,63,224,Sangat_Tidak_Sehat
31,35,16,34,48,Baik
182,182,185,181,60,Tidak_Sehat
7,37,7,49,2,Baik
51,30,41,41,33,Sedang
56,56,36,27,29,Sedang
41,22,55,11,22,Sedang
8,75,89,20,51,Sedang
72,22,73,82,91,Sedang
92,90,103,55,30,Tidak_Sehat
44,10,28,35,24,Baik
19,17,17,1,3,Baik
72,410,274,357,66,Berbahaya
143,103,210,156,14,Sangat_Tidak_Sehat
18,8,26,33,43,Baik
35,17,48,38,31,Baik
329,377,340,176,173,Berbahaya
67,402,487,384,303,Berbahaya
29,21,27,6,34,Baik
54,152,285,35,331,Berbahaya
321,381,189,347,232,Berbahaya
241,238,302,164,500,Berbahaya
31,46,32,45,4,Baik
37,23,46,30,40,Baik
29,37,1,20,32,Baik
256,144,91,81,224,Sangat_Tidak_Sehat
112,142,113,137,234,Sangat_Tidak_Sehat
92,57,94,119,5,Tidak_Sehat
19,73,9,122,161,Tidak_Sehat
222,101,185,182,162,Sangat_Tidak_Sehat
64,0,4,14,70,Sedang
64,21,10,72,8,Sedang
77,15,42,237,62,Sangat_Tidak_Sehat
14,18,6,50,27,Baik
50,153,69,202,22,Sangat_Tidak_Sehat
119,118,154,204,95,Sangat_Tidak_Sehat
195,108,372,326,294,Berbahaya
23,1,21,16,35,Baik
33,35,60,42,45,Sedang
148,158,130,68,88,Tidak_Sehat
21,51,86,35,72,Sedang
26,28,46,37,19,Baik
47,4,115,116,134,Tidak_Sehat
150,344,64,149,371,Berbahaya
13,23,67,205,47,Sangat_Tidak_Sehat
102,24,59,78,23,Tidak_Sehat
142,36,146,342,33,Berbahaya
351,237,245,344,309,Berbahaya
107,110,59,183,122,Tidak_Sehat
32,15,11,37,33,Baik
152,111,20,144,145,Tidak_Sehat
65,46,55,22,17,Sedang
24,32,35,30,13,Baik
97,83,40,95,144,Tidak_Sehat
455,274,200,50,319,Berbahaya
42,39,120,204,137,Sangat_Tidak_Sehat
35,18,26,33,10,Baik
499,322,286,331,263,Berbahaya
93,87,48,89,79,Sedang
113,187,176,129,10,Tidak_Sehat
28,12,45,34,5,Baik
18,97,95,213,207,Sangat_Tidak_Sehat
83,90,25,70,37,Sedang
117,128,151,26,115,Tidak_Sehat
37,176,82,316,155,Berbahaya
185,137,45,18,202,Sangat_Tidak_Sehat
41,108,158,190,25,Tidak_Sehat
94,98,22,26,69,Sedang
31,43,0,22,36,Baik
99,59,28,49,1,Sedang
163,92,104,52,51,Tidak_Sehat
34,11,24,20,35,Baik
278,6,112,35,265,Sangat_Tidak_Sehat
130,27,96,45,289,Sangat_Tidak_Sehat
284,167,263,97,359,Berbahaya
129,18,76,68,43,Tidak_Sehat
29,24,44,27,0,Baik
15,59,106,11,74,Tidak_Sehat
35,0,7,48,34,Baik
36,39,58,64,61,Sedang
39,23,13,25,37,Baik
258,85,328,116,14,Berbahaya
41,25,11,16,13,Baik
348,323,439,334,186,Berbahaya
35,50,25,28,20,Baik
205,237,235,165,246,Sangat_Tidak_Sehat
120,458,420,443,23,Berbahaya
83,37,92,13,74,Sedang
187,116,2,18,155,Tidak_Sehat
385,372,377,224,181,Berbahaya
28,39,25,58,16,Sedang
92,98,51,118,79,Tidak_Sehat
59,123,22,110,191,Tidak_Sehat
49,11,59,75,40,Sedang
47,14,7,13,22,Baik
220,89,288,257,152,Sangat_Tidak_Sehat
413,319,13,464,431,Berbahaya
2,7,22,13,26,Baik
195,211,15,201,295,Sangat_Tidak_Sehat
301,112,174,88,134,Berbahaya
47,40,18,21,4,Baik
7,10,40,36,13,Baik
173,141,135,105,208,Sangat_Tidak_Sehat
145,145,59,105,1,Tidak_Sehat
28,28,37,41,20,Baik
81,109,226,144,253,Sangat_Tidak_Sehat
42,85,36,80,57,Sedang
87,75,32,27,7,Sedang
12,161,203,192,75,Sangat_Tidak_Sehat
99,86,233,123,392,Berbahaya
13,2,49,15,18,Baik
359,124,15,37,242,Berbahaya
13,103,140,47,92,Tidak_Sehat
316,33,211,299,124,Berbahaya
251,405,280,343,100,Berbahaya
416,485,424,79,182,Berbahaya
83,52,59,33,3,Sedang
81,82,68,57,43,Sedang
198,32,88,94,269,Sangat_Tidak_Sehat
16,36,13,24,52,Sedang
467,178,328,49,300,Berbahaya
32,33,40,34,0,Baik
108,333,194,35,415,Berbahaya
48,11,10,4,26,Baik
109,254,83,186,6,Sangat_Tidak_Sehat
130,244,256,192,6,Sangat_Tidak_Sehat
0,68,122,36,101,Tidak_Sehat
54,267,43,80,165,Sangat_Tidak_Sehat
293,93,454,229,226,Berbahaya
62,101,34,50,101,Tidak_Sehat
42,11,119,69,11,Tidak_Sehat
28,2,11,25,15,Baik
134,40,120,107,64,Tidak_Sehat
162,205,255,38,184,Sangat_Tidak_Sehat
0,45,36,20,25,Baik
175,152,23,174,201,Sangat_Tidak_Sehat
265,252,357,57,360,Berbahaya
41,11,17,100,73,Sedang
16,58,9,80,44,Sedang
436,340,340,415,500,Berbahaya
124,86,2,164,305,Berbahaya
109,225,38,243,201,Sangat_Tidak_Sehat
41,1,16,51,38,Sedang
114,86,234,6,248,Sangat_Tidak_Sehat
360,267,313,372,356,Berbahaya
54,57,1,11,56,Sedang
38,101,129,106,169,Tidak_Sehat
72,74,54,9,59,Sedang
97,62,18,215,62,Sangat_Tidak_Sehat
20,81,98,147,157,Tidak_Sehat
353,291,403,80,462,Berbahaya
6,232,70,127,196,Sangat_Tidak_Sehat
483,443,233,198,335,Berbahaya
270,235,285,205,182,Sangat_Tidak_Sehat
90,43,100,70,113,Tidak_Sehat
230,125,95,124,41,Sangat_Tidak_Sehat
204,350,0,170,166,Berbahaya
5,46,13,10,38,Baik
27,49,20,48,6,Baik
102,234,158,250,186,Sangat_Tidak_Sehat
114,74,97,382,439,Berbahaya
60,58,30,27,59,Sedang
357,162,202,432,280,Berbahaya
208,12,376,161,489,Berbahaya
93,166,121,74,103,Tidak_Sehat
68,26,11,6,16,Sedang
124,4,53,140,2,Tidak_Sehat
6,30,43,9,38,Baik
87,28,32,60,3,Sedang
36,64,78,54,3,Sedang
91,2,107,62,5,Tidak_Sehat
245,228,149,242,137,Sangat_Tidak_Sehat
17,46,40,48,13,Baik
93,87,24,46,54,Sedang
11,16,9,33,52,Sedang
93,18,127,86,164,Tidak_Sehat
13,26,40,39,27,Baik
75,69,25,71,26,Sedang
151,121,136,79,101,Tidak_Sehat
5,193,229,136,287,Sangat_Tidak_Sehat
116,327,106,220,222,Berbahaya
82,4,91,85,69,Sedang
31,97,246,260,281,Sangat_Tidak_Sehat
50,30,5,18,36,Baik
114,73,17,14,205,Sangat_Tidak_Sehat
61,26,34,68,34,Sedang
9,38,16,38,21,Baik
69,177,107,107,134,Tidak_Sehat
113,106,91,57,17,Tidak_Sehat
138,188,474,394,251,Berbahaya
4,29,23,2,10,Baik
496,155,111,122,461,Berbahaya
162,331,239,126,84,Berbahaya
257,189,176,206,261,Sangat_Tidak_Sehat
39,48,43,18,41,Baik
220,83,208,245,144,Sangat_Tidak_Sehat
53,82,58,40,65,Sedang
72,108,78,65,70,Tidak_Sehat
21,63,40,91,70,Sedang
45,131,119,228,135,Sangat_Tidak_Sehat
13,9,34,24,2,Baik
301,278,226,149,61,Berbahaya
333,76,26,343,407,Berbahaya
86,192,83,41,56,Tidak_Sehat
29,13,19,48,24,Baik
283,374,242,328,148,Berbahaya
152,55,37,85,157,Tidak_Sehat
92,228,136,270,16,Sangat_Tidak_Sehat
80,41,75,83,7,Sedang
184,53,36,256,219,Sangat_Tidak_Sehat
251,30,153,252,153,Sangat_Tidak_Sehat
58,70,8,70,28,Sedang
252,364,214,286,405,Berbahaya
48,27,7,55,51,Sedang
244,176,270,101,21,Sangat_Tidak_Sehat
160,39,210,239,19,Sangat_Tidak_Sehat
217,334,247,367,303,Berbahaya
241,159,29,45,219,Sangat_Tidak_Sehat
194,152,90,60,204,Sangat_Tidak_Sehat
17,55,23,65,72,Sedang
42,18,4,50,10,Baik
215,162,350,393,350,Berbahaya
134,61,226,284,115,Sangat_Tidak_Sehat
73,270,308,119,362,Berbahaya
74,91,61,352,79,Berbahaya
48,47,29,11,34,Baik
69,66,57,89,74,Sedang
113,122,56,73,189,Tidak_Sehat
325,72,136,255,140,Berbahaya
37,17,70,79,0,Sedang
80,93,125,112,128,Tidak_Sehat
241,70,157,280,54,Sangat_Tidak_Sehat
10,7,152,177,31,Tidak_Sehat
2,25,56,61,63,Sedang
70,69,28,76,18,Sedang
291,322,28,182,159,Berbahaya
60,103,316,403,255,Berbahaya
59,228,2,251,4,Sangat_Tidak_Sehat
17,185,18,3,76,Tidak_Sehat
74,131,92,9,206,Sangat_Tidak_Sehat
21,13,2,56,35,Sedang
107,58,90,118,47,Tidak_Sehat
87,101,99,88,99,Tidak_Sehat
91,87,297,102,45,Sangat_Tidak_Sehat
213,274,74,156,152,Sangat_Tidak_Sehat
29,1,31,52,15,Sedang
55,20,11,49,3,Sedang
373,40,93,131,373,Berbahaya
100,45,280,135,279,Sangat_Tidak_Sehat
49,21,40,23,56,Sedang
99,90,56,26,74,Sedang
55,309,328,17,204,Berbahaya
41,12,48,40,16,Baik
81,66,16,170,111,Tidak_Sehat
6,35,46,50,8,Baik
88,88,10,71,7,Sedang
29,10,29,30,23,Baik
187,139,8,233,485,Berbahaya
49,10,14,31,27,Baik
8,274,470,477,104,Berbahaya
10,9,8,13,12,Baik
29,96,17,50,47,Sedang
211,90,94,177,131,Sangat_Tidak_Sehat
96,120,54,116,157,Tidak_Sehat
68,59,54,15,76,Sedang
136,167,105,137,139,Tidak_Sehat
140,194,48,77,183,Tidak_Sehat
2,0,35,24,36,Baik
183,200,208,149,97,Sangat_Tidak_Sehat
29,191,84,59,37,Tidak_Sehat
479,443,17,462,322,Berbahaya
143,229,148,63,110,Sangat_Tidak_Sehat
34,482,45,86,3,Berbahaya
40,44,17,46,35,Baik
113,213,141,113,193,Sangat_Tidak_Sehat
118,128,26,80,100,Tidak_Sehat
158,224,291,108,95,Sangat_Tidak_Sehat
427,232,252,487,223,Berbahaya
332,17,163,286,53,Berbahaya
28,7,14,26,45,Baik
21,36,19,62,23,Sedang
39,101,20,85,14,Tidak_Sehat
76,44,87,118,86,Tidak_Sehat
162,67,143,151,5,Tidak_Sehat
34,15,40,35,32,Baik
180,144,264,222,278,Sangat_Tidak_Sehat
29,87,6,169,37,Tidak_Sehat
12,21,20,21,27,Baik
14,31,50,10,22,Baik
397,338,46,307,223,Berbahaya
99,76,267,44,149,Sangat_Tidak_Sehat
490,15,319,36,152,Berbahaya
63,7,92,96,55,Sedang
4,19,40,10,32,Baik
47,0,45,14,8,Baik
80,31,41,80,9,Sedang
79,3,41,73,60,Sedang
188,210,186,68,190,Sangat_Tidak_Sehat
32,142,243,223,371,Berbahaya
159,172,32,288,195,Sangat_Tidak_Sehat
361,221,36,414,128,Berbahaya
37,18,35,12,45,Baik
39,47,54,50,51,Sedang
77,111,22,374,485,Berbahaya
20,47,5,27,16,Baik
102,47,224,380,232,Berbahaya
10,64,78,67,84,Sedang
238,208,132,124,176,Sangat_Tidak_Sehat
58,2,155,77,45,Tidak_Sehat
98,64,225,192,7,Sangat_Tidak_Sehat
38,25,16,70,79,Sedang
259,52,198,136,258,Sangat_Tidak_Sehat
21,127,125,102,220,Sangat_Tidak_Sehat
72,52,62,10,30,Sedang
20,73,22,94,31,Sedang
63,192,181,95,255,Sangat_Tidak_Sehat
31,6,50,21,27,Baik
353,237,470,325,91,Berbahaya
44,21,22,50,2,Baik
184,169,51,62,119,Tidak_Sehat
1,59,59,37,30,Sedang
69,16,25,20,79,Sedang
60,100,131,97,33,Tidak_Sehat
147,175,200,64,50,Tidak_Sehat
81,134,180,176,126,Tidak_Sehat
4,28,46,3,11,Baik
83,33,75,153,151,Tidak_Sehat
134,108,125,53,132,Tidak_Sehat
7,41,15,7,0,Baik
93,138,37,42,102,Tidak_Sehat
65,59,114,65,119,Tidak_Sehat
50,24,20,11,40,Baik
48,121,34,201,52,Sangat_Tidak_Sehat
55,35,88,236,188,Sangat_Tidak_Sehat
125,294,175,151,181,Sangat_Tidak_Sehat
88,33,93,70,69,Sedang
24,44,86,15,18,Sedang
8,25,1,15,58,Sedang
496,128,40,30,35,Berbahaya
103,85,250,78,44,Sangat_Tidak_Sehat
132,124,125,51,102,Tidak_Sehat
29,42,47,16,25,Baik
58,60,35,55,46,Sedang
26,9,8,32,31,Baik
47,8,118,106,8,Tidak_Sehat
96,121,116,102,122,Tidak_Sehat
44,118,95,32,4,Tidak_Sehat
12,72,17,39,16,Sedang
8,2,20,25,7,Baik
30,163,36,35,187,Tidak_Sehat
308,136,132,371,411,Berbahaya
87,496,16,487,210,Berbahaya
49,228,227,182,200,Sangat_Tidak_Sehat
394,173,138,192,137,Berbahaya
59,65,89,50,35,Sedang
67,23,35,165,129,Tidak_Sehat
105,111,71,138,151,Tidak_Sehat
5,14,29,41,36,Baik
70,100,17,81,87,Sedang
22,28,42,10,17,Baik
54,155,111,174,64,Tidak_Sehat
161,256,144,145,80,Sangat_Tidak_Sehat
187,277,173,53,219,Sangat_Tidak_Sehat
256,212,188,398,346,Berbahaya
18,5,33,17,12,Baik
144,247,5,30,298,Sangat_Tidak_Sehat
216,77,121,179,1,Sangat_Tidak_Sehat
33,36,5,6,31,Baik
